ID,ZONEID,TIMESTAMP,U10,V10,U100,V100
31152307,7,20130915 23:00,-3.651593027,-3.285069869,-5.507965602,-5.65859355
31160007,7,20130916 0:00,-3.607339183,-3.115116728,-5.018134931,-4.697489664
31160107,7,20130916 1:00,-2.431155498,-3.30238626,-3.276789726,-4.548522596
31160207,7,20130916 2:00,-1.603540168,-3.088213882,-2.220546791,-4.226818103
31160307,7,20130916 3:00,-0.777827402,-2.356709634,-1.071012937,-3.17641844
31160407,7,20130916 4:00,-0.633866728,-1.370310091,-0.9627006,-1.754773047
31160507,7,20130916 5:00,-0.824123126,-0.849458957,-1.116867795,-1.058060196
31160607,7,20130916 6:00,-1.47036069,-0.185323485,-1.916165406,-0.358211825
31160707,7,20130916 7:00,-1.715791443,0.094709413,-2.350205355,0.051914372
31160807,7,20130916 8:00,-0.872955601,0.770408182,-2.358901966,1.227734889
31160907,7,20130916 9:00,-0.172177869,1.752785708,-1.117658396,3.432633523
31161007,7,20130916 10:00,0.346587908,1.745244427,0.193158062,4.304308467
31161107,7,20130916 11:00,0.089107583,1.722620585,0.171811835,4.536964153
31161207,7,20130916 12:00,-0.241304361,1.906627839,-0.355519032,4.215886764
31161307,7,20130916 13:00,0.805740015,1.956903045,1.004314688,3.810150297
31161407,7,20130916 14:00,1.116492131,1.549171124,2.344383382,3.915503816
31161507,7,20130916 15:00,1.270599813,1.410914307,2.771307922,3.856556014
31161607,7,20130916 16:00,1.519835694,1.376727167,3.502613847,3.862199952
31161707,7,20130916 17:00,1.70121346,1.737200394,3.476524014,4.113668767
31161807,7,20130916 18:00,1.376509208,2.059464465,2.54045243,4.483033185
31161907,7,20130916 19:00,0.929406673,1.844286583,1.582244019,4.077296719
31162007,7,20130916 20:00,0.821594714,1.554701396,1.165597292,3.40127831
31162107,7,20130916 21:00,1.264257933,1.571292214,1.761710445,3.241366719
31162207,7,20130916 22:00,1.383485276,2.159009373,1.693718759,3.475903718
31162307,7,20130916 23:00,1.504615182,2.192191009,1.967266705,3.15796185
31170007,7,20130917 0:00,2.427992899,2.151468092,3.243296719,3.003694199
31170107,7,20130917 1:00,3.888647846,2.111018922,5.293874151,2.917732222
31170207,7,20130917 2:00,4.143321815,1.910368149,5.644101437,2.60644179
31170307,7,20130917 3:00,4.795188035,1.424558284,6.516951704,1.976138071
31170407,7,20130917 4:00,4.953197432,1.128101288,6.758460986,1.618510513
31170507,7,20130917 5:00,5.089519265,0.425371669,7.041127798,0.641272419
31170607,7,20130917 6:00,4.692327016,0.166875629,6.611691679,0.205822254
31170707,7,20130917 7:00,4.424640507,0.334988438,6.343779453,0.489191598
31170807,7,20130917 8:00,3.018047048,0.419044843,4.740965441,0.697114596
31170907,7,20130917 9:00,1.594103538,-0.191041965,3.485272486,-0.198736495
31171007,7,20130917 10:00,1.296674084,-0.692668895,3.203382231,-1.101122309
31171107,7,20130917 11:00,1.242145351,-1.307274864,3.396744968,-2.309451964
31171207,7,20130917 12:00,0.757583199,-1.524646534,2.758414969,-3.303323898
31171307,7,20130917 13:00,0.118729518,-1.921428917,1.285286005,-4.344127023
31171407,7,20130917 14:00,-0.533136701,-2.270308188,-0.450319285,-5.27383986
31171507,7,20130917 15:00,-0.245621563,-2.648110092,-0.150568215,-6.020580458
31171607,7,20130917 16:00,-0.516406294,-2.867289427,-0.416927327,-6.460783149
31171707,7,20130917 17:00,-1.033809615,-2.92558661,-1.501777703,-6.76672699
31171807,7,20130917 18:00,-1.092056216,-3.266783306,-1.856664332,-7.269306581
31171907,7,20130917 19:00,-0.231369735,-4.234787707,0.315366091,-8.434269439
31172007,7,20130917 20:00,0.571070146,-4.796971403,1.544656102,-8.342189254
31172107,7,20130917 21:00,5.353487906,-2.487227941,8.847399791,-3.801745029
31172207,7,20130917 22:00,8.274493,0.817182974,12.74804649,1.511578685
31172307,7,20130917 23:00,6.940397971,1.956011681,11.12581855,3.243874297
31180007,7,20130918 0:00,7.967768876,2.128191736,11.86199475,3.303280868
31180107,7,20130918 1:00,7.1268781,2.091806796,10.79847666,3.39812381
31180207,7,20130918 2:00,8.009368071,2.378701407,11.7912454,3.510578699
31180307,7,20130918 3:00,8.354090716,3.926771465,12.19377151,5.810462564
31180407,7,20130918 4:00,9.091541826,4.390280389,13.34974395,6.507993813
31180507,7,20130918 5:00,9.327485325,3.468237591,13.86838337,5.28653679
31180607,7,20130918 6:00,9.249348192,3.066502218,13.92644002,4.71908009
31180707,7,20130918 7:00,8.212116056,2.556559483,12.85884271,4.171315952
31180807,7,20130918 8:00,8.194241549,2.569411698,13.06462128,4.22106558
31180907,7,20130918 9:00,7.464450942,2.334340535,12.27634097,3.992528225
31181007,7,20130918 10:00,7.244339149,2.153165759,12.05637077,3.715795916
31181107,7,20130918 11:00,7.551269978,2.276298273,12.26989023,3.836024185
31181207,7,20130918 12:00,7.107982192,2.379530583,11.67642224,4.070780244
31181307,7,20130918 13:00,6.683079613,2.502663097,10.86556434,4.205000596
31181407,7,20130918 14:00,6.213746116,2.649427103,10.24435817,4.488988059
31181507,7,20130918 15:00,5.982398919,2.837235281,9.929562105,4.780230675
31181607,7,20130918 16:00,5.440035291,2.877450277,9.208369479,5.02431479
31181707,7,20130918 17:00,5.019218314,2.430524856,8.702631537,4.447530035
31181807,7,20130918 18:00,4.58256963,2.07397953,8.119484727,3.907539276
31181907,7,20130918 19:00,3.598450317,1.543722003,7.13058643,3.367548517
31182007,7,20130918 20:00,2.760901964,0.897379952,5.880433201,2.400021889
31182107,7,20130918 21:00,2.244584047,0.081471577,5.208266192,0.952100411
31182207,7,20130918 22:00,2.458056737,-1.05408383,4.730911502,-1.212008426
31182307,7,20130918 23:00,3.143927125,-2.273800517,4.701883177,-3.075546592
31190007,7,20130919 0:00,4.316494818,-2.835981287,6.054603156,-3.928027205
31190107,7,20130919 1:00,4.099276173,-3.375201527,5.71281253,-4.644987537
31190207,7,20130919 2:00,3.655367346,-4.039590414,5.052043494,-5.575069274
31190307,7,20130919 3:00,3.919946223,-4.952853199,5.531786392,-6.963933285
31190407,7,20130919 4:00,4.159564828,-5.23087841,6.183575019,-7.614827234
31190507,7,20130919 5:00,2.939967568,-5.595487374,4.300525062,-8.082861344
31190607,7,20130919 6:00,2.800190048,-5.384466673,4.191814848,-7.928301243
31190707,7,20130919 7:00,3.635783133,-5.406656479,5.545965985,-8.345722362
31190807,7,20130919 8:00,4.219853484,-5.259159535,6.958253453,-8.389260419
31190907,7,20130919 9:00,4.182221074,-5.475836461,6.679860776,-8.780558704
31191007,7,20130919 10:00,6.145250417,-3.069765379,9.761559001,-4.767982547
31191107,7,20130919 11:00,6.000096839,-1.06528627,10.0659476,-1.599500466
31191207,7,20130919 12:00,6.492390191,-0.971305917,10.67330683,-1.480315036
31191307,7,20130919 13:00,6.114146079,-0.796833132,10.29991088,-1.140718193
31191407,7,20130919 14:00,5.962080426,0.201708122,10.14204475,0.610055914
31191507,7,20130919 15:00,6.584935198,2.115687632,10.63171336,3.554861229
31191607,7,20130919 16:00,6.005856902,2.625618067,10.13495495,4.630251231
31191707,7,20130919 17:00,6.183650835,2.418513214,10.38404314,4.232966463
31191807,7,20130919 18:00,5.830750998,2.213583833,10.02908066,4.003847439
31191907,7,20130919 19:00,5.934048121,2.770504445,10.07256474,4.891479571
31192007,7,20130919 20:00,5.894495691,2.823585941,10.15622434,5.016651485
31192107,7,20130919 21:00,5.367257959,2.515104133,9.366893661,4.587801626
31192207,7,20130919 22:00,5.387994184,2.819670093,8.664058498,4.636781939
31192307,7,20130919 23:00,5.406426384,3.378766176,7.868110675,4.985630619
31200007,7,20130920 0:00,5.535451787,3.145120575,7.764126992,4.560046114
31200107,7,20130920 1:00,6.19971462,3.017733164,8.609181979,4.28491348
31200207,7,20130920 2:00,6.077862734,2.367598287,8.348453535,3.312589003
31200307,7,20130920 3:00,5.942783504,1.743104863,8.16492116,2.408442617
31200407,7,20130920 4:00,5.887068332,1.427549576,8.084657698,1.98206732
31200507,7,20130920 5:00,5.162771098,0.973034163,7.10718165,1.363744472
31200607,7,20130920 6:00,4.218819805,0.280301391,5.798938342,0.385651079
31200707,7,20130920 7:00,3.71137083,-0.16015258,5.255498468,-0.22060949
31200807,7,20130920 8:00,2.122085532,-0.436418546,4.675249873,-0.802745505
31200907,7,20130920 9:00,1.897621531,-0.966617599,4.515745413,-1.608295881
31201007,7,20130920 10:00,1.6082233,-1.628746058,4.0842654,-2.370841615
31201107,7,20130920 11:00,0.967298409,-1.492267362,3.595527376,-2.984968887
31201207,7,20130920 12:00,0.815785208,-1.612203185,3.413528698,-3.454348827
31201307,7,20130920 13:00,0.724396293,-1.674652528,3.262715186,-3.626891843
31201407,7,20130920 14:00,0.568874806,-1.951332065,2.894627972,-4.339090679
31201507,7,20130920 15:00,0.420969062,-2.159772254,2.534720473,-5.034507215
31201607,7,20130920 16:00,0.234182947,-2.280535221,2.063875578,-5.29253507
31201707,7,20130920 17:00,0.012925574,-2.255307341,1.60172163,-5.44777134
31201807,7,20130920 18:00,-0.111331285,-2.278467362,1.285268872,-5.48290928
31201907,7,20130920 19:00,-0.230377371,-2.561764048,0.915136729,-6.032005142
31202007,7,20130920 20:00,-0.226769914,-2.908750792,0.707065206,-6.470967163
31202107,7,20130920 21:00,-0.258435371,-3.235472517,0.548583211,-6.587394366
31202207,7,20130920 22:00,-0.497329202,-3.605619282,0.262293155,-6.73371504
31202307,7,20130920 23:00,-0.328179543,-3.735067257,-0.133400601,-5.596714248
31210007,7,20130921 0:00,-0.434399116,-4.115139745,-0.360898949,-5.847399847
31210107,7,20130921 1:00,0.520554789,-4.646747957,0.835036934,-6.372596885
31210207,7,20130921 2:00,1.731801429,-4.989968181,2.318053305,-6.882101524
31210307,7,20130921 3:00,3.143317783,-4.595601414,4.278258811,-6.474957862
31210407,7,20130921 4:00,2.218514605,-4.526508716,3.197187467,-6.483583787
31210507,7,20130921 5:00,2.019689143,-4.774165661,2.709708539,-6.768814375
31210607,7,20130921 6:00,2.848208804,-3.217336674,3.955416565,-4.788877048
31210707,7,20130921 7:00,2.671528551,-1.716140768,4.031303786,-2.876221937
31210807,7,20130921 8:00,2.716781804,0.232811717,4.963173136,-0.08659778
31210907,7,20130921 9:00,1.686548176,0.287098837,2.826111818,-0.255090849
31211007,7,20130921 10:00,-0.713799894,-0.657766249,0.636315313,-1.655366014
31211107,7,20130921 11:00,-1.239989312,-0.910358387,0.114751446,-1.761177361
31211207,7,20130921 12:00,-1.14081729,-0.367935838,-0.912298486,-1.298827779
31211307,7,20130921 13:00,-1.098933961,-0.051634848,-1.361833804,-0.301670845
31211407,7,20130921 14:00,-1.121560587,0.014765928,-1.468590403,0.273390824
31211507,7,20130921 15:00,-1.198105983,0.421246349,-1.248002972,1.513798845
31211607,7,20130921 16:00,-1.199550236,0.980269092,-1.080793841,2.815163402
31211707,7,20130921 17:00,-0.950175927,1.579670685,-0.748948027,3.939408965
31211807,7,20130921 18:00,-0.731612345,1.795921859,-0.500063666,4.462715083
31211907,7,20130921 19:00,-0.536638223,1.983907837,-0.25246553,4.880784917
31212007,7,20130921 20:00,-0.545785158,2.088892847,-0.713576865,4.929665159
31212107,7,20130921 21:00,-0.889035894,2.239191899,-1.548979408,4.876184423
31212207,7,20130921 22:00,-1.462404236,3.13964025,-2.09433842,5.016499471
31212307,7,20130921 23:00,-1.726702489,3.188543524,-2.411392657,4.414409903
31220007,7,20130922 0:00,-1.911566841,2.3374471,-2.617831623,3.147549046
31220107,7,20130922 1:00,-2.051863039,1.410885417,-2.731533315,1.805032165
31220207,7,20130922 2:00,-1.659331523,0.686822179,-2.186429678,0.855048449
31220307,7,20130922 3:00,-1.230558476,0.38857168,-1.641326042,0.438959064
31220407,7,20130922 4:00,-1.257101569,0.100308259,-1.66998143,0.077419751
31220507,7,20130922 5:00,-1.421975015,-0.408578819,-1.897922019,-0.562673125
31220607,7,20130922 6:00,-1.558263591,-1.027777726,-2.106324843,-1.359452381
31220707,7,20130922 7:00,-1.433204785,-1.526223766,-2.008636019,-2.097619325
31220807,7,20130922 8:00,-0.8778416,-1.674214121,-1.787208018,-3.177014384
31220907,7,20130922 9:00,-0.657329747,-1.698727861,-1.328070547,-4.20011841
31221007,7,20130922 10:00,-0.874268492,-1.56208646,-1.589225336,-4.326047834
31221107,7,20130922 11:00,-1.3280533,-1.504433776,-2.453445797,-4.426443181
31221207,7,20130922 12:00,-1.755805459,-1.628818307,-3.434241587,-4.545989085
31221307,7,20130922 13:00,-1.960493544,-1.838546969,-4.045773624,-5.076401496
31221407,7,20130922 14:00,-2.027872166,-2.333815302,-4.184491754,-6.03799161
31221507,7,20130922 15:00,-2.044716822,-2.691988277,-4.051634953,-6.756427676
31221607,7,20130922 16:00,-2.231028919,-3.395623398,-4.140206154,-7.729624189
31221707,7,20130922 17:00,-2.472979425,-4.183240776,-4.273714213,-8.677866945
31221807,7,20130922 18:00,-2.887970481,-4.66852203,-4.827935473,-9.274435827
31221907,7,20130922 19:00,-2.960453544,-4.675785361,-5.100812921,-9.25296399
31222007,7,20130922 20:00,-2.77465189,-4.640376626,-4.867011003,-9.293006065
31222107,7,20130922 21:00,-2.313720864,-5.216903467,-3.645249447,-9.988229334
31222207,7,20130922 22:00,-3.007924846,-5.854260699,-4.646234261,-10.435656
31222307,7,20130922 23:00,-1.718543039,-5.892847141,-2.931469774,-10.2841925
31230007,7,20130923 0:00,-2.285646439,-6.233315748,-2.814243186,-10.26330098
31230107,7,20130923 1:00,-1.222563586,-5.947610378,-1.279895635,-9.059937268
31230207,7,20130923 2:00,-3.847361604,-6.191422299,-5.70432829,-9.932499271
31230307,7,20130923 3:00,-2.651949505,-5.864649801,-4.046679079,-9.117223647
31230407,7,20130923 4:00,-0.827158046,-6.058685374,-1.072211683,-8.969485091
31230507,7,20130923 5:00,0.057651251,-5.86879783,0.22358328,-8.725264213
31230607,7,20130923 6:00,1.295464718,-4.742377541,2.12777755,-7.376320743
31230707,7,20130923 7:00,3.755254998,-3.033850532,6.314584089,-5.530493313
31230807,7,20130923 8:00,5.357822413,-2.000069555,8.808702713,-3.184163836
31230907,7,20130923 9:00,5.116696554,-1.01514314,8.821444059,-1.411301163
31231007,7,20130923 10:00,5.089620981,-0.810967941,8.778760548,-1.095924572
31231107,7,20130923 11:00,4.939428179,-1.278312528,8.309878988,-1.928084602
31231207,7,20130923 12:00,3.855894392,-1.562682953,7.083524364,-2.491903173
31231307,7,20130923 13:00,3.256144904,-1.775154211,6.788562187,-3.198636185
31231407,7,20130923 14:00,2.682960128,-2.270613217,5.973115996,-4.143559929
31231507,7,20130923 15:00,2.537875925,-3.073948144,5.223924808,-5.265166927
31231607,7,20130923 16:00,2.31769532,-3.452340557,5.04873129,-6.170291714
31231707,7,20130923 17:00,2.283978569,-3.87036969,4.973557344,-6.938532205
31231807,7,20130923 18:00,2.470953282,-3.9164589,5.483211214,-7.155014416
31231907,7,20130923 19:00,2.801479618,-3.595217108,5.846339596,-6.460341695
31232007,7,20130923 20:00,2.968530796,-3.17626619,6.216475719,-5.707779581
31232107,7,20130923 21:00,2.895988695,-3.209911313,5.897304983,-5.576925431
31232207,7,20130923 22:00,3.529454935,-3.275357991,6.589797178,-5.358634177
31232307,7,20130923 23:00,6.088352029,-3.572633395,8.997274644,-5.289287508
31240007,7,20130924 0:00,6.224240755,-3.721040651,8.975614355,-5.406272323
31240107,7,20130924 1:00,6.370282793,-4.268152058,9.192102365,-6.203724569
31240207,7,20130924 2:00,5.809703933,-4.551563568,8.354737137,-6.566440952
31240307,7,20130924 3:00,5.886811668,-5.357048912,8.429297055,-7.682491363
31240407,7,20130924 4:00,5.723028085,-5.140504001,8.222106514,-7.463085998
31240507,7,20130924 5:00,4.969961303,-5.012943104,7.225584539,-7.256363025
31240607,7,20130924 6:00,4.413322254,-4.986196464,6.605446763,-7.359090392
31240707,7,20130924 7:00,3.421615476,-4.933731902,5.62828169,-7.712929102
31240807,7,20130924 8:00,2.9353302,-5.106041985,5.447617274,-8.658401353
31240907,7,20130924 9:00,2.928576238,-5.233088524,5.598887876,-9.006532987
31241007,7,20130924 10:00,3.352387364,-5.196569073,6.338751673,-8.906976217
31241107,7,20130924 11:00,3.937167921,-5.003684652,7.313049058,-8.524602128
31241207,7,20130924 12:00,4.49324414,-4.392112446,8.343266381,-7.518254399
31241307,7,20130924 13:00,4.687983383,-4.312386885,8.624299916,-7.355285675
31241407,7,20130924 14:00,5.135996206,-4.306214584,9.245871537,-7.200560504
31241507,7,20130924 15:00,7.662540888,-3.912216006,12.45409876,-6.265868285
31241607,7,20130924 16:00,6.901594483,-3.644749608,11.15933711,-5.70784308
31241707,7,20130924 17:00,8.030068996,-3.135534735,12.73226461,-5.001433899
31241807,7,20130924 18:00,6.847562786,-2.659238804,11.29770311,-4.284244687
31241907,7,20130924 19:00,6.114195061,-1.792030445,10.67613149,-2.854305098
31242007,7,20130924 20:00,5.453432428,-1.865583705,9.757754048,-2.974153693
31242107,7,20130924 21:00,5.689821104,-1.83060733,9.986452256,-2.860012174
31242207,7,20130924 22:00,6.473843546,-1.982343074,10.26533502,-2.883474597
31242307,7,20130924 23:00,6.335950152,-1.971027188,9.858123167,-2.931033564
31250007,7,20130925 0:00,7.45091674,-1.733393581,10.83242055,-2.495393432
31250107,7,20130925 1:00,7.742413832,-1.533505139,11.10631454,-2.186541761
31250207,7,20130925 2:00,7.117017023,-1.726526614,10.05546361,-2.456897699
31250307,7,20130925 3:00,6.778526071,-1.959740221,9.461899387,-2.792468303
31250407,7,20130925 4:00,6.149072007,-2.209328401,8.557925309,-3.133737274
31250507,7,20130925 5:00,5.385728543,-2.469336763,7.513888246,-3.431951905
31250607,7,20130925 6:00,4.546456458,-2.205855007,6.356286601,-3.219845957
31250707,7,20130925 7:00,3.819628285,-1.795994497,5.477296731,-2.748147657
31250807,7,20130925 8:00,2.212955481,-1.756298564,4.418117724,-3.373068761
31250907,7,20130925 9:00,1.07054852,-1.715114033,2.729033832,-3.981527911
31251007,7,20130925 10:00,1.339486536,-2.015810727,2.766131596,-4.173372992
31251107,7,20130925 11:00,1.516846521,-2.889617455,2.92285072,-5.177552193
31251207,7,20130925 12:00,2.310909198,-3.530706774,3.991871991,-5.958861861
31251307,7,20130925 13:00,2.972241691,-4.308747064,4.624805264,-6.689519363
31251407,7,20130925 14:00,4.876253293,-3.329249914,7.750102578,-5.314946195
31251507,7,20130925 15:00,6.525817073,-2.537316048,10.67704042,-3.914413791
31251607,7,20130925 16:00,7.29901387,-5.256487467,11.67262326,-8.212883271
31251707,7,20130925 17:00,10.82824573,-1.723549419,17.0222722,-2.322669458
31251807,7,20130925 18:00,12.4181099,4.272521279,19.5797466,6.913753104
31251907,7,20130925 19:00,10.22893127,3.88598213,16.13041168,6.302128194
31252007,7,20130925 20:00,10.31413361,4.079499804,16.09482811,6.478144472
31252107,7,20130925 21:00,8.968863923,5.260950013,14.36486097,8.60996753
31252207,7,20130925 22:00,9.58962387,5.414771754,14.89634321,8.653655024
31252307,7,20130925 23:00,9.632514847,5.065447543,14.56927722,7.802065475
31260007,7,20130926 0:00,9.571076421,4.644174453,14.01432496,6.950475925
31260107,7,20130926 1:00,9.533635668,3.910724108,13.81726338,5.721308048
31260207,7,20130926 2:00,9.086432979,3.369865419,13.11111205,4.971789871
31260307,7,20130926 3:00,8.182924238,2.681730655,11.77284139,3.977863591
31260407,7,20130926 4:00,7.842686059,2.394288384,11.31227697,3.560088677
31260507,7,20130926 5:00,7.236743484,2.215017851,10.49792503,3.280485809
31260607,7,20130926 6:00,6.956815083,1.872220091,10.05230938,2.808615234
31260707,7,20130926 7:00,5.49629434,1.124159199,8.422181816,1.81794773
31260807,7,20130926 8:00,4.121117623,0.099828705,7.380750977,0.410157065
31260907,7,20130926 9:00,3.700087101,-0.595923787,7.046895158,-0.841864169
31261007,7,20130926 10:00,3.477054716,-0.979349431,6.57778858,-1.572481454
31261107,7,20130926 11:00,2.732854821,-1.312498069,5.878755713,-2.338293505
31261207,7,20130926 12:00,1.753674378,-1.629903403,4.94196625,-3.414340906
31261307,7,20130926 13:00,1.023698487,-2.165175759,3.603695589,-4.704163927
31261407,7,20130926 14:00,0.662408782,-2.848739886,2.514571061,-5.672020009
31261507,7,20130926 15:00,0.852441477,-3.344400056,2.698227354,-6.364183752
31261607,7,20130926 16:00,0.694839512,-3.58918305,2.308135693,-6.879070152
31261707,7,20130926 17:00,0.587875001,-4.050817367,1.870350343,-7.73808316
31261807,7,20130926 18:00,0.468962326,-4.450494164,1.577069752,-8.445237266
31261907,7,20130926 19:00,0.268688348,-4.504326109,1.217587473,-8.809568276
31262007,7,20130926 20:00,0.10198302,-4.765868104,0.90081596,-9.23516425
31262107,7,20130926 21:00,-0.225169075,-5.267622456,0.300017854,-9.694651481
31262207,7,20130926 22:00,-0.581338138,-5.666791404,0.025245261,-10.9584043
31262307,7,20130926 23:00,-0.428856814,-6.404695325,-0.219629796,-9.836734057
31270007,7,20130927 0:00,0.063862689,-6.932857801,0.38828677,-10.21344841
31270107,7,20130927 1:00,1.639429071,-5.953971932,2.46046573,-8.535420576
31270207,7,20130927 2:00,3.341914337,-4.972788246,4.616561436,-7.093717738
31270307,7,20130927 3:00,6.423037333,-4.043772058,9.055970295,-5.85615958
31270407,7,20130927 4:00,7.504293521,-2.861743506,10.77160559,-3.751814144
31270507,7,20130927 5:00,8.091838606,1.091683362,11.66812855,1.544912702
31270607,7,20130927 6:00,6.485593321,-0.785911826,10.08211103,-1.285525706
31270707,7,20130927 7:00,4.965482819,-1.88534184,7.809599357,-2.871785048
31270807,7,20130927 8:00,4.0425414,-2.050538916,7.013290144,-3.152621919
31270907,7,20130927 9:00,2.058072989,-2.054451479,5.099027605,-4.151827369
31271007,7,20130927 10:00,3.834181841,-2.397018047,7.998025199,-4.209760319
31271107,7,20130927 11:00,2.600385283,-2.28311901,5.828727683,-4.090032222
31271207,7,20130927 12:00,2.610009281,-3.049111768,6.197778298,-5.629945204
31271307,7,20130927 13:00,3.668649073,-3.81336561,7.518559441,-6.737292161
31271407,7,20130927 14:00,5.663222682,-4.209403863,10.16192198,-6.974541384
31271507,7,20130927 15:00,6.977379625,-4.711081299,11.54751201,-7.57869929
31271607,7,20130927 16:00,9.923285447,-4.186797947,15.87350531,-6.479628469
31271707,7,20130927 17:00,9.540250322,-1.739707576,14.86776738,-2.696330971
31271807,7,20130927 18:00,9.727437086,0.134409779,15.92271206,0.456876729
31271907,7,20130927 19:00,9.725512286,0.836932081,15.84470136,1.55594755
31272007,7,20130927 20:00,9.476731935,1.501198219,15.3076277,2.59929239
31272107,7,20130927 21:00,8.579294111,1.808986455,14.04925512,3.143310376
31272207,7,20130927 22:00,8.304047765,2.118513608,13.20253899,3.479321486
31272307,7,20130927 23:00,8.881487651,2.558024776,13.13412961,3.839057517
31280007,7,20130928 0:00,8.318483762,2.365005035,12.14939456,3.527323073
31280107,7,20130928 1:00,7.793401779,2.67085485,11.12465519,3.858273604
31280207,7,20130928 2:00,7.6816469,2.205033307,10.75805245,3.125095743
31280307,7,20130928 3:00,7.443367775,1.526021127,10.39266968,2.164917343
31280407,7,20130928 4:00,6.918562925,0.553871821,9.70887322,0.834761944
31280507,7,20130928 5:00,6.687668483,-0.141129656,9.489887555,-0.216894286
31280607,7,20130928 6:00,6.163848258,-0.749255949,9.145244379,-1.068654518
31280707,7,20130928 7:00,5.320517386,-1.491692344,8.34921014,-2.251090163
31280807,7,20130928 8:00,4.121737077,-1.441059567,7.229882302,-2.31343061
31280907,7,20130928 9:00,3.42216138,-1.362712008,6.78703107,-2.340535152
31281007,7,20130928 10:00,3.138097216,-1.865841912,6.026376131,-3.109626531
31281107,7,20130928 11:00,2.428182963,-2.114209004,5.291950672,-3.755392244
31281207,7,20130928 12:00,1.840362146,-2.220804323,4.729541807,-4.498734308
31281307,7,20130928 13:00,1.819192719,-2.538991349,4.425767822,-4.804338019
31281407,7,20130928 14:00,1.535128556,-2.94725142,3.543725286,-5.196676265
31281507,7,20130928 15:00,0.885768708,-3.263306539,2.661072762,-6.079606721
31281607,7,20130928 16:00,0.98275422,-3.494085404,2.88188839,-6.595270632
31281707,7,20130928 17:00,1.374634765,-3.631060389,3.573614694,-6.697590278
31281807,7,20130928 18:00,1.494266639,-3.735523801,3.621193752,-6.717241071
31281907,7,20130928 19:00,1.366757769,-3.761639654,3.402208088,-6.963892403
31282007,7,20130928 20:00,1.253525953,-4.183224139,3.086234344,-7.462615976
31282107,7,20130928 21:00,1.276664628,-4.619731969,2.890428221,-7.731628556
31282207,7,20130928 22:00,1.199371606,-5.032255852,2.869078644,-8.620657533
31282307,7,20130928 23:00,1.553836421,-5.60680462,2.595804054,-8.222898379
31290007,7,20130929 0:00,1.348542216,-5.751774253,2.25360083,-8.395012221
31290107,7,20130929 1:00,1.686175661,-6.125122134,2.579425503,-8.6370137
31290207,7,20130929 2:00,1.912892803,-6.365179682,2.86481348,-8.986798028
31290307,7,20130929 3:00,2.122939566,-6.463724707,3.159734249,-9.22291815
31290407,7,20130929 4:00,2.41348044,-6.473065468,3.628628483,-9.386192702
31290507,7,20130929 5:00,2.527791604,-6.265233544,3.898525672,-9.325278734
31290607,7,20130929 6:00,2.221056648,-5.947180644,3.773407769,-9.486669349
31290707,7,20130929 7:00,1.757620139,-5.779046952,3.398054063,-9.952629801
31290807,7,20130929 8:00,0.87170862,-5.340031202,2.207646594,-10.1083686
31290907,7,20130929 9:00,0.428752861,-5.217667238,1.511156938,-10.17116651
31291007,7,20130929 10:00,0.49448178,-5.223271694,1.689300999,-10.27101518
31291107,7,20130929 11:00,0.787404137,-5.274645878,2.303570319,-10.28608667
31291207,7,20130929 12:00,0.934103464,-5.190579032,2.674157629,-10.26285145
31291307,7,20130929 13:00,1.215594704,-4.855245725,3.144839261,-9.837709636
31291407,7,20130929 14:00,2.531125679,-3.248167857,5.619194726,-7.217153076
31291507,7,20130929 15:00,3.366549767,-2.400493829,7.410763925,-4.848416114
31291607,7,20130929 16:00,2.914068078,-1.782602512,6.639203529,-3.599993771
31291707,7,20130929 17:00,2.462538981,-1.436527331,6.008847621,-2.835743271
31291807,7,20130929 18:00,2.258684073,-1.504714883,5.583446754,-2.990854096
31291907,7,20130929 19:00,1.787626819,-1.732629443,4.819631751,-3.476281899
31292007,7,20130929 20:00,0.979827929,-1.489302628,3.277702557,-3.338126508
31292107,7,20130929 21:00,1.221310263,-2.009115958,3.632799079,-3.715541915
31292207,7,20130929 22:00,0.947439766,-3.528857714,2.368512468,-5.928540074
31292307,7,20130929 23:00,1.350386618,-1.940928405,2.936309424,-3.13968513
31300007,7,20130930 0:00,1.074610936,-2.472417686,2.820128515,-4.10740084
31300107,7,20130930 1:00,2.152855049,-2.643314559,3.143434469,-4.190328751
31300207,7,20130930 2:00,2.906246044,-2.999146483,4.575413041,-4.34632482
31300307,7,20130930 3:00,1.728979002,-2.885583103,3.278503724,-4.672061106
31300407,7,20130930 4:00,0.886718825,-3.739579719,1.61733524,-5.267182675
31300507,7,20130930 5:00,0.180258747,-5.264862092,1.185847032,-8.200870868
31300607,7,20130930 6:00,0.018496863,-6.091098771,0.7458024,-10.07557253
31300707,7,20130930 7:00,0.625603192,-6.413114044,1.896641346,-10.74972294
31300807,7,20130930 8:00,1.242195557,-5.435964251,2.622103815,-9.740215341
31300907,7,20130930 9:00,1.739962834,-3.042048204,3.761330473,-6.39557715
31301007,7,20130930 10:00,0.946630633,-2.368743543,3.078038947,-5.280926822
31301107,7,20130930 11:00,0.559700202,-4.367963754,1.847747498,-8.328691436
31301207,7,20130930 12:00,2.12539547,-4.512820155,4.28938403,-8.229733577
31301307,7,20130930 13:00,3.813410681,-3.692135463,7.124004865,-6.459487434
